Age,Income,YearsWorked,Credible
49,3051,32,0
28,1883,7,0
61,4444,14,1
33,2463,11,1
34,2267,7,0
17,1205,0,1
65,4345,11,0
47,3414,25,1
65,4654,24,1
28,2210,11,1
20,1546,3,1
32,2321,10,1
57,4133,1,1
43,3333,2,1
30,2046,11,0
56,3868,3,0
36,2212,2,0
26,1570,6,0
40,2750,17,0
51,3465,19,0
26,2068,10,1
52,3549,4,0
55,3976,33,1
56,3756,13,0
21,1621,4,1
42,3084,0,1
46,3664,18,1
42,3081,4,1
43,2978,2,0
47,3312,23,1
21,1495,0,1
38,2643,2,0
39,2908,12,1
45,3495,29,1
48,3269,28,0
39,2927,13,1
49,3167,21,0
21,1474,0,1
39,2623,19,0
36,2691,11,1
39,2932,3,1
54,3589,10,0
39,2861,7,1
33,1958,7,0
26,1789,9,0
16,926,0,0
44,3142,17,1
25,1819,4,1
55,3634,25,0
53,3586,13,0
25,1631,4,0
60,4787,29,1
23,1464,5,0
39,2834,15,1
16,885,0,0
50,3551,15,1
54,4097,14,1
59,4244,42,1
18,1328,0,1
40,3038,18,1
32,2442,2,1
65,4398,26,0
30,1971,0,0
28,2005,3,1
27,1988,4,1
24,1610,2,0
23,1492,5,0
22,1496,5,0
65,4565,48,1
21,1468,1,0
35,2602,16,1
65,4487,49,0
55,3714,23,0
47,3058,31,0
47,3030,8,0
47,3021,3,0
65,4446,11,0
23,1892,6,1
44,2773,16,0
21,1397,5,0
38,2591,20,0
20,1497,2,1
58,3791,4,0
24,1498,3,0
25,1444,3,0
27,1875,10,0
49,3152,25,0
60,4236,33,1
62,4199,32,0
36,2647,6,1
18,1733,0,1
32,2498,13,1
40,2519,2,0
37,2548,14,0
20,1567,0,1
16,1166,0,1
51,3298,26,0
65,4808,29,1
34,2267,2,0
63,4205,1,0
38,2802,0,1
29,1971,5,0
47,3645,1,1
42,2863,6,0
22,1974,0,1
43,3031,27,1
42,2839,11,0
18,1366,0,1
50,3348,21,0
38,2767,5,1
41,2467,13,0
49,3856,26,1
53,3815,20,1
45,3040,14,0
22,1313,6,0
51,3317,21,0
34,2263,1,0
48,3250,28,0
26,1721,2,0
31,2115,8,0
26,1715,0,0
48,3404,19,1
30,2255,9,1
60,4121,26,0
21,1527,0,1
28,1719,0,0
42,2819,3,0
60,4170,2,0
58,4145,19,1
56,3570,38,0
35,2610,8,1
19,1085,1,0
20,1360,2,0
21,1419,0,0
49,3438,31,1
43,2862,5,0
59,3942,42,0
60,4150,1,0
19,1170,1,0
57,4030,28,1
49,3494,2,1
25,1616,2,0
56,3982,4,1
44,2792,24,0
38,2636,1,0
21,1477,3,1
20,1356,0,0
21,1469,1,0
56,4372,31,1
37,2567,16,0
53,3600,18,0
29,1909,8,0
54,3782,27,1
53,3570,33,0
23,1480,5,0
46,3379,2,1
50,3696,13,1
28,2019,11,1
48,3476,32,1
58,4239,15,1
20,1549,1,1
35,2349,14,0
63,4388,17,0
48,3361,3,1
40,3059,8,1
20,1369,0,0
31,2176,8,1
49,3565,22,1
55,3747,35,0
23,1768,3,1
37,2978,13,1
44,3112,28,1
54,3848,9,1
28,2098,2,1
50,3629,1,1
40,2504,17,0
40,3020,21,1
49,3412,13,0
65,4369,22,0
57,4117,22,1
57,3945,20,0
25,1458,0,0
18,824,1,0
54,3609,31,0
24,1549,3,0
58,4197,10,1
33,2150,3,0
52,3578,28,0
22,1679,6,1
26,1920,5,1
25,1577,8,0
16,958,0,0
58,4128,24,1
62,4492,7,1
17,1800,0,1
60,4334,2,1
63,4071,12,0
61,4079,14,0
44,3053,25,0
49,3543,13,1
17,1241,0,1
58,3680,2,0
63,4091,47,0
57,4391,6,1
59,4138,32,1
21,1944,5,1
46,3327,29,1
20,1360,0,0
25,1551,2,0
63,3984,26,0
49,3300,9,0
59,3793,0,0
33,2298,6,0
57,3983,20,0
27,1924,2,1
28,1702,5,0
27,2013,7,1
32,2224,15,0
19,1399,0,1
36,2623,4,1
34,2538,11,1
56,3831,33,0
27,2251,4,1
28,1915,5,0
38,3188,9,1
45,3318,9,1
62,4395,3,1
42,3240,23,1
37,2775,3,1
45,3223,20,1
58,4276,11,1
54,3687,21,0
38,2466,4,0
36,2582,1,1
43,3100,3,1
16,737,0,0
51,3420,6,0
64,4437,1,0
21,1601,4,1
49,3539,15,1
27,1944,11,1
62,4487,11,1
54,3947,6,1
64,4660,2,1
57,4150,2,1
60,3898,16,0
40,2685,23,0
20,1475,1,1
58,4149,40,1
42,3008,14,1
54,4002,6,1
61,3933,14,0
42,2790,17,0
21,1583,0,1
38,2633,3,0
31,2195,4,1
45,3048,8,0
45,2877,28,0
34,2559,6,1
65,4587,38,1
31,1899,1,0
27,1321,0,0
49,3076,26,0
16,829,0,0
39,2810,5,1
58,4277,8,1
16,1135,0,1
25,1949,2,1
52,3376,24,0
41,2889,15,1
34,2167,14,0
51,3727,19,1
21,1607,4,1
49,3501,11,1
51,3638,32,1
46,3469,9,1
58,4263,2,1
40,2887,12,1
64,4304,33,0
60,4393,23,1
32,2358,9,1
46,3268,1,1
17,1140,0,0
22,1408,5,0
62,4196,17,0
46,3290,28,1
24,1967,0,1
45,2909,8,0
38,2920,13,1
28,1620,8,0
40,2917,8,1
28,1924,8,0
24,1827,8,1
53,3738,7,1
51,3630,15,1
60,4177,25,0
22,1852,4,1
57,3675,7,0
43,2937,22,0
56,3843,10,0
62,4473,43,1
20,1103,0,0
34,2265,12,0
27,1692,11,0
25,1481,1,0
32,2228,5,0
27,2218,2,1
58,4297,19,1
17,1288,1,1
23,1390,2,0
34,2464,15,1
56,4284,18,1
24,1633,5,0
50,3828,23,1
23,1374,6,0
51,3797,16,1
44,3033,5,0
43,3084,19,1
53,3659,7,0
53,3519,35,0
56,3938,2,1
64,4435,40,0
23,1404,7,0
60,3899,11,0
59,4234,1,1
42,3160,0,1
19,1350,2,1
34,2343,13,0
48,3661,27,1
50,3435,6,0
61,4019,30,0
22,1526,0,0
58,4068,22,1
47,3625,2,1
38,2897,5,1
34,2406,0,1
27,2062,5,1
55,3711,11,0
25,1632,6,0
48,3603,22,1
40,2751,22,0
49,3417,8,0
22,1478,2,0
45,2920,13,0
44,3265,21,1
56,3877,34,0
51,3183,28,0
39,2522,0,0
31,2379,12,1
59,4455,30,1
24,1820,5,1
34,2440,5,1
41,2998,13,1
53,3439,16,0
21,1420,2,0
18,1229,0,0
54,3681,4,0
34,2315,3,0
35,2332,15,0
45,3249,24,1
19,1170,1,0
48,3204,24,0
25,1627,7,0
41,2518,17,0
38,2414,22,0
55,3735,23,0
54,4153,12,1
39,2521,10,0
18,1252,0,0
36,2168,12,0
27,1952,0,1
18,1360,0,1
40,3012,6,1
61,4041,1,0
28,1979,4,1
39,2830,19,1
55,3733,7,0
60,4313,0,1
58,4348,15,1
18,1565,1,1
23,1742,6,1
46,2961,13,0
29,2236,6,1
41,2851,20,0
21,1312,2,0
19,1272,3,0
25,1460,5,0
16,1365,0,1
22,2036,3,1
65,4829,46,1
34,2541,11,1
65,4717,40,1
47,3386,29,1
62,4570,40,1
36,2339,19,0
26,1933,2,1
39,2484,0,0
58,4314,6,1
36,2453,20,0
40,2995,9,1
33,2428,9,1
62,4241,42,0
16,1630,0,1
36,2277,14,0
39,2582,19,0
46,3318,7,1
43,2595,19,0
57,3947,39,0
56,3475,5,0
25,1742,6,0
34,2307,6,0
16,1149,0,1
55,3918,5,1
19,1362,2,1
23,1541,1,0
41,2850,20,0
27,2464,7,1
39,2825,17,1
25,1658,3,0
18,1243,2,0
47,3542,29,1
26,2003,9,1
34,2393,4,1
24,1585,6,0
48,3651,16,1
49,3321,31,0
16,1296,0,1
39,2640,9,0
17,931,0,0
23,1367,3,0
39,2820,19,1
34,2033,6,0
25,1707,4,0
25,2065,3,1
56,4166,15,1
54,3612,4,0
29,1881,6,0
26,1728,2,0
16,1073,0,0
41,2922,7,1
48,4010,5,1
62,4595,28,1
57,3981,34,0
30,1923,14,0
56,3915,23,0
60,4260,15,1
42,2979,23,1
59,4014,7,0
43,2752,13,0
16,1134,0,1
32,2061,11,0
64,4325,27,0
57,4378,15,1
34,2042,11,0
29,1938,12,0
50,3341,20,0
41,2635,23,0
62,4276,27,0
61,4509,42,1
64,4591,25,1
27,1943,9,1
42,2837,14,0
48,3739,13,1
58,4239,13,1
60,4315,38,1
48,3391,29,1
47,3599,28,1
41,2741,2,0
39,3066,14,1
65,4577,41,1
37,2812,12,1
39,2526,15,0
28,2080,6,1
62,4357,24,1
65,4514,22,0
23,1835,0,1
65,4663,33,1
36,2346,2,0
20,1512,2,1
28,1682,3,0
53,3877,30,1
49,3553,19,1
25,1757,6,1
51,3448,16,0
47,2863,30,0
51,3572,15,1
47,3081,20,0
21,1431,1,0
26,1643,9,0
26,1787,4,0
34,2289,7,0
52,3554,4,0
57,4391,16,1
42,2970,7,1
65,4604,36,1
60,4390,39,1
27,2071,2,1
54,3585,33,0
50,3221,28,0
18,1382,2,1
52,3541,3,0
55,3670,30,0
30,1968,1,0
30,2237,10,1
64,4144,23,0
56,4063,27,1
58,4377,38,1
31,2104,11,0
65,4428,9,0
20,1462,2,1
59,4201,21,1
55,3602,39,0
29,1926,4,0
21,1786,3,1
24,1592,5,0
49,3354,24,0
33,2194,1,0
48,3235,11,0
60,4091,17,0
54,3654,17,0
41,3121,13,1
57,3913,12,0
59,3970,5,0
62,4081,14,0
34,2469,14,1
56,3887,28,0
38,2733,7,1
27,1620,5,0
55,3719,18,0
25,1599,9,0
24,1624,6,0
60,3976,10,0
58,3973,21,0
39,2948,2,1
34,2077,0,0
59,3797,41,0
49,3188,6,0
17,1115,0,0
34,2578,0,1
51,3626,27,1
51,3566,3,0
32,1999,10,0
28,1938,2,0
65,4567,8,1
38,2277,11,0
62,4458,13,1
21,1816,2,1
19,1350,3,1
56,3755,23,0
50,3092,2,0
26,1638,2,0
40,2958,15,1
49,3822,22,1
20,1312,4,0
61,4419,23,1
22,1560,0,1
19,1075,2,0
20,1234,0,0
52,3874,18,1
38,2627,18,0
23,1526,3,0
28,1928,3,0
47,3202,18,0
34,2441,3,1
42,2948,20,1
44,3559,7,1
56,3825,25,0
57,4136,18,1
26,1395,1,0
59,4158,0,1
60,3942,22,0
65,4113,9,0
60,4353,38,1
45,3100,22,0
34,2265,9,0
44,3142,2,1
61,4481,40,1
58,3992,3,0
22,1598,4,1
59,4169,11,1
57,4024,18,1
65,4724,12,1
35,2933,17,1
39,2665,12,0
59,4003,41,0
44,2983,6,0
17,1379,1,1
22,1506,3,0
29,1969,1,0
51,3859,28,1
63,4322,40,0
36,2627,15,1
43,2806,11,0
58,3777,31,0
30,2121,6,1
41,3125,11,1
31,2505,2,1
59,3921,34,0
44,3251,4,1
28,1904,2,0
43,3104,12,1
64,5096,3,1
26,2054,7,1
25,1924,5,1
53,3581,11,0
50,3680,1,1
32,2040,3,0
33,2435,3,1
57,4131,5,1
16,1113,0,0
33,2002,11,0
44,3154,4,1
19,1339,3,1
49,3757,21,1
28,2199,2,1
46,3264,7,1
59,3867,43,0
46,3185,7,0
60,4214,23,1
29,2006,1,0
49,3499,26,1
32,2714,1,1
56,4125,8,1
45,3271,12,1
17,1304,0,1
46,3160,12,0
33,2019,7,0
35,2427,9,0
34,2354,2,0
41,2965,8,1
33,2598,10,1
47,3294,0,1
52,3554,23,0
57,4085,5,1
64,4410,25,0
48,3525,18,1
65,4689,8,1
26,1477,2,0
47,3185,5,0
58,4091,17,1
36,2666,2,1
65,4488,42,0
58,4015,11,0
63,4289,20,0
34,2391,15,1
37,2457,0,0
27,1691,3,0
48,3560,4,1
34,2380,10,1
33,2427,14,1
35,2318,8,0
49,3246,29,0
37,2450,3,0
59,4338,26,1
46,3404,8,1
47,3229,20,0
23,1386,4,0
54,3480,32,0
19,1639,1,1
55,3768,17,0
45,2657,16,0
47,3701,3,1
40,2885,9,1
65,4404,28,0
16,1078,0,0
65,4283,13,0
57,3736,23,0
41,3177,10,1
29,2026,13,0
59,3695,36,0
19,1212,3,0
25,1916,4,1
27,1882,5,0
28,2043,10,1
30,2061,3,0
56,3820,17,0
31,2458,0,1
52,4003,36,1
40,2944,23,1
57,3924,40,0
59,4129,19,0
43,2700,0,0
52,3620,27,0
64,4399,3,0
64,4543,13,1
48,2872,22,0
42,2997,20,1
50,3564,19,1
43,2812,15,0
53,3436,37,0
24,1654,2,0
61,3925,41,0
54,4035,23,1
29,2381,2,1
25,1621,2,0
40,2853,22,1
18,1148,1,0
28,1730,0,0
27,1587,2,0
26,1903,6,1
58,4066,35,1
63,4589,2,1
39,2788,16,1
27,2242,9,1
34,2355,0,0
20,1319,3,0
54,3567,6,0
44,3198,3,1
63,4212,16,0
65,4565,49,1
62,4638,32,1
21,1014,2,0
23,1881,1,1
19,1596,0,1
20,1277,3,0
40,2642,23,0
60,4362,26,1
41,2598,19,0
44,2955,1,0
44,2754,1,0
65,4470,6,0
44,3017,3,0
63,4170,3,0
59,4174,16,1
48,3400,13,1
48,3401,0,1
40,2662,11,0
28,1969,6,1
42,2957,5,1
42,2771,0,0
54,3853,9,1
23,1564,7,0
47,3105,22,0
31,2389,4,1
32,2107,15,0
62,4970,43,1
35,2254,2,0
55,3638,18,0
57,3607,31,0
44,3268,4,1
18,1386,2,1
18,1030,1,0
20,1190,2,0
27,1904,8,1
40,2660,4,0
44,2946,6,0
62,4370,6,1
16,1107,0,0
58,3871,5,0
18,940,0,0
52,3662,9,1
38,2767,14,1
65,4545,4,0
65,4785,13,1
52,4043,26,1
41,2926,20,1
61,4016,2,0
29,1729,10,0
30,1743,6,0
48,3486,9,1
36,2420,8,0
48,3545,20,1
61,4069,8,0
65,4396,2,0
17,1196,1,1
41,3255,8,1
65,4563,37,1
60,4066,26,0
61,4285,33,1
63,4503,35,1
43,2706,23,0
33,2272,13,0
19,1222,2,0
28,1692,8,0
52,3325,3,0
18,904,0,0
43,2972,4,0
55,3896,3,1
51,4005,20,1
54,3529,6,0
24,1826,8,1
26,1791,9,0
65,4904,35,1
58,3852,41,0
54,4148,9,1
50,3346,5,0
41,3048,0,1
39,2809,15,1
36,2730,0,1
36,2426,2,0
32,2219,2,0
34,2602,10,1
24,1943,1,1
43,2799,20,0
33,2343,10,1
30,2302,11,1
23,1939,1,1
35,2716,13,1
31,2281,6,1
39,3043,1,1
29,1632,5,0
17,1125,0,0
42,2363,11,0
53,3796,25,1
50,3375,23,0
47,3230,16,0
39,2870,10,1
63,4416,20,1
47,3519,5,1
19,1167,2,0
36,2705,1,1
63,4382,7,0
25,1713,1,0
44,3056,11,0
65,4892,1,1
26,1852,7,1
25,1809,9,1
41,3131,13,1
44,3342,26,1
23,1294,1,0
36,2400,10,0
53,4049,0,1
59,4408,42,1
25,1714,8,0
32,2017,6,0
34,2633,3,1
35,2585,2,1
40,2828,13,1
22,1445,1,0
52,3873,9,1
27,2276,7,1
50,3363,23,0
19,1037,1,0
54,3599,5,0
48,3056,4,0
62,4343,7,1
57,4051,8,1
61,4514,32,1
57,3959,30,0
51,3335,21,0
28,1908,7,0
49,3633,20,1
52,3612,7,0
44,3113,26,1
35,2556,13,1
45,2993,22,0
64,4782,10,1
18,1380,0,1
54,3846,9,1
44,2931,8,0
45,3341,12,1
62,4278,7,0
25,1627,1,0
55,3951,24,1
57,4366,35,1
41,2923,7,1
27,2203,4,1
64,4524,22,1
28,2075,9,1
45,3054,14,0
29,2250,10,1
32,2210,5,0
55,3641,21,0
65,4414,9,0
54,3519,7,0
23,1659,7,1
20,1180,0,0
41,2986,5,1
39,2497,9,0
40,2607,17,0
23,1690,7,1
48,3284,13,0
59,3805,0,0
27,2342,2,1
56,3736,18,0
30,2061,6,0
58,3991,15,0
27,1875,1,0
58,3972,38,0
57,4152,15,1
50,3708,18,1
29,2343,3,1
63,4362,18,0
54,3934,14,1
57,3995,35,1
59,4269,14,1
45,2961,6,0
51,3640,32,1
23,1410,4,0
32,2096,10,0
48,3219,32,0
24,1693,1,1
49,3695,33,1
54,4142,16,1
65,4096,5,0
49,3542,10,1
31,1849,6,0
61,4438,6,1
50,3466,3,0
35,2886,0,1
65,4755,11,1
30,2137,10,1
42,2783,17,0
56,4008,9,1
32,2080,4,0
55,3680,17,0
58,4357,26,1
27,1880,8,0
32,2161,7,0
51,3556,12,0
51,3511,26,0
54,3750,38,0
54,3671,17,0
50,3536,12,1
24,2001,4,1
18,1566,1,1
33,2202,2,0
32,2534,6,1
65,4413,9,0
54,4001,3,1
55,3735,22,0
39,2879,11,1
45,2633,3,0
48,3704,23,1
58,3951,2,0
55,4170,29,1
36,2786,0,1
62,4376,42,1
34,2500,9,1
19,1554,0,1
28,2147,11,1
58,3956,0,0
22,1550,3,1
65,4375,39,0
31,2252,6,1
35,2646,4,1
42,3059,23,1
65,4394,42,0
38,2439,0,0
37,2621,14,1
61,4256,41,0
33,2459,2,1
25,1918,4,1
41,2565,15,0
41,2690,19,0
62,4475,11,1
52,3778,24,1
36,2434,16,0
19,1364,0,1
65,4584,6,1
60,4284,43,1
27,2225,3,1
65,4596,25,1
64,4665,39,1
50,3490,4,0
35,2337,16,0
42,2800,1,0
35,2612,10,1
45,3012,13,0
50,3878,32,1
60,4315,34,1
19,1223,3,0
41,2843,1,0
50,3486,21,0
43,2911,22,0
33,2272,17,0
44,2968,12,0
41,2982,21,1
18,1123,0,0
58,4470,30,1
65,4585,3,1
48,3178,29,0
55,3854,17,1
37,2970,17,1
44,3562,0,1
48,3540,8,1
19,1300,0,0
34,2518,3,1
54,3562,14,0
43,2735,2,0
50,3315,2,0
51,4111,7,1
26,1782,3,0
60,3907,0,0
64,4515,35,1
25,1850,1,1
34,2041,6,0
43,3083,2,1
45,3122,21,0
63,4460,9,1
56,3916,33,0
54,3465,38,0
32,1928,8,0
62,4274,12,0
37,2640,7,1
20,1396,1,0
42,2908,20,0
18,1307,1,1
65,4580,22,1
48,3265,20,0
57,3993,35,1
31,2141,5,0
48,3578,26,1
62,4338,2,0
42,2642,22,0
46,2998,22,0
44,2946,21,0
56,3831,15,0
46,3369,3,1
54,3808,28,1
26,1803,7,0
26,1741,4,0
37,2586,5,0
29,1836,8,0
17,1300,1,1
65,4705,1,1
23,1428,0,0
53,3962,7,1
60,4194,0,0
54,3795,37,1
36,2799,9,1
25,1745,8,0
20,1333,1,0
36,2108,20,0
19,1591,1,1
18,1028,2,0
46,3273,29,1
56,3841,24,0
26,1643,3,0
65,4324,30,0
26,2061,4,1
48,3247,29,0
40,2741,18,0
41,2986,7,1
63,4349,5,0
23,1656,1,1
47,3364,14,1
17,1034,0,0
63,4046,2,0
29,2275,0,1
30,2593,5,1
23,1334,1,0
30,2077,3,0
22,1642,6,1
38,2334,4,0
51,3207,10,0
21,1504,4,1
65,5019,43,1
33,2331,1,1
64,4551,18,1
50,3524,20,1
23,1991,3,1
43,2845,4,0
16,1240,0,1
64,4440,14,0
21,1489,4,1
52,3728,36,1
64,4286,22,0
54,3616,10,0
55,3594,5,0
62,4249,12,0
31,2251,1,1
58,3767,38,0
34,2351,4,0
50,3276,14,0
63,4301,23,0
22,1492,3,0
33,2476,13,1
63,4534,5,1
53,3874,8,1
16,1617,0,1
31,2377,12,1
20,1407,3,1
47,3336,31,1
60,4164,26,0
50,3423,24,0
47,3122,3,0
27,1771,9,0
40,2731,23,0
24,1188,3,0
37,2530,0,0
16,1010,0,0
55,3905,36,1
27,1982,5,1
44,3190,7,1
26,2270,6,1
34,2312,16,0
41,2754,12,0
47,3554,5,1
18,1313,0,1
33,2593,6,1
21,1653,1,1
57,3952,10,0
29,2050,8,1
17,1185,0,0
36,2415,2,0
53,3561,27,0
42,3349,2,1
55,4365,20,1
31,2060,4,0
30,2158,2,1
42,3194,5,1
41,2905,8,1
64,5111,14,1
62,4444,6,1
21,1380,1,0
41,2861,0,0
46,3252,28,1
40,2602,23,0
48,3341,25,0
22,1223,2,0
50,3500,33,1
50,3740,21,1
47,3421,13,1
60,3880,26,0
40,2845,12,1
55,3780,25,0
48,3450,23,1
59,3835,9,0
20,1594,0,1
30,2060,0,0
60,4397,6,1
43,3715,25,1
49,3033,30,0
35,2131,13,0
64,4560,2,1
50,3816,19,1
65,4658,41,1
49,3300,11,0
20,1434,3,1
60,4373,10,1
37,2422,12,0
43,3301,14,1
29,2100,12,1
50,3332,19,0
60,4272,13,1
63,3839,16,0
58,4005,17,0
25,1671,1,0
57,3923,28,0
60,4356,19,1
38,2554,17,0
37,2586,3,0
32,2135,15,0
19,1599,1,1
60,4034,22,0
25,1732,0,0
39,2799,12,1
33,2172,7,0
43,3225,7,1
57,4227,33,1
19,1286,2,0
23,1541,4,0
42,2899,21,0
33,2366,0,1
32,2330,4,1
25,1662,2,0
52,3466,12,0
57,3834,33,0
59,4162,37,1
32,2396,12,1
27,1969,10,1
33,2898,5,1
45,2980,13,0
61,3992,37,0
41,2850,5,0
61,4569,8,1
60,4119,4,0
30,1791,6,0
26,1609,9,0
24,1595,6,0
20,1373,3,0
38,2551,7,0
40,2670,14,0
16,1019,0,0
40,2843,4,1
49,3742,17,1
35,2649,16,1
44,3339,23,1
20,1366,2,0
37,2814,2,1
22,1235,4,0
51,3321,18,0
33,2042,4,0
28,2010,10,1
56,3897,1,0
41,2599,15,0
42,3071,10,1
51,3556,34,0
36,2266,18,0
58,4252,36,1
23,1832,7,1
19,1702,1,1
33,2282,6,0
25,1806,6,1
43,3151,22,1
52,3674,20,1
64,4751,0,1
25,1885,7,1
18,1183,0,0
54,3558,36,0
42,2957,15,1
16,1207,0,1
46,3304,22,1
49,3596,17,1
63,4057,32,0
17,1268,1,1
34,2634,0,1
55,3864,32,1
64,4617,40,1
49,3489,15,1
49,3374,29,0
47,3217,15,0
55,3739,18,0
16,1093,0,0
51,3684,24,1
60,4343,7,1
56,3747,15,0
60,3864,1,0
34,2514,2,1
47,3094,8,0
40,2820,21,1
51,3745,22,1
43,3162,5,1
26,1732,5,0
27,1911,1,1
65,4533,18,0
16,1196,0,1
20,1422,2,1
19,1268,0,0
17,1538,1,1
63,4238,29,0
27,1788,8,0
45,3079,11,0
40,2558,11,0
63,4493,23,1
46,2986,20,0
59,3991,17,0
22,1686,2,1
21,1522,5,1
43,3033,25,1
49,3484,32,1
24,1748,3,1
30,2274,5,1
52,3777,28,1
59,4159,4,1
58,4024,38,0
41,2875,17,1
52,3674,28,1
61,4357,37,1
23,1932,0,1
24,1425,1,0
56,3911,8,0
36,2552,7,1
22,1775,0,1
54,3958,33,1
22,1536,6,0
42,3434,7,1
21,1770,0,1
20,1218,4,0
28,1549,6,0
42,3082,7,1
50,3397,7,0
52,3494,30,0
34,2222,3,0
44,3064,17,0
47,3284,7,0
40,2862,14,1
39,2721,16,0
40,2533,11,0
55,4037,11,1
40,2658,9,0
30,2065,13,0
43,2925,0,0
45,3330,0,1
44,2821,28,0
45,3032,26,0
28,1711,6,0
36,2612,16,1
53,3908,15,1
33,2187,4,0
27,2089,3,1
58,3946,33,0
27,1735,6,0
62,4551,46,1
41,2427,6,0
62,4305,10,0
39,2479,8,0
39,2697,10,0
19,1479,0,1
36,2296,15,0
55,3789,36,0
59,4022,17,0
20,1192,3,0
24,1785,1,1
34,2334,14,0
50,3231,15,0
57,3665,23,0
23,1612,5,1
45,3240,17,1
55,3649,0,0
61,4359,18,1
48,3500,25,1
43,3279,13,1
56,4152,13,1
56,4008,23,1
27,1847,11,0
39,2686,5,0
27,2207,5,1
26,1857,1,1
26,1506,4,0
19,1300,3,0
47,3115,15,0
50,3477,0,0
59,4262,25,1
59,3655,11,0
61,3829,43,0
51,3489,7,0
39,2856,11,1
20,1310,1,0
17,1315,0,1
61,4265,12,0
16,1120,0,1
21,1549,1,1
56,4206,34,1
20,1145,1,0
59,4072,34,0
64,4510,30,1
20,1119,2,0
26,2245,3,1
51,3513,1,0
19,1402,2,1
49,3486,7,1
63,4699,43,1
17,1252,1,1
62,4788,6,1
33,2212,14,0
64,4694,35,1
35,2373,9,0
35,2465,4,1
19,1199,1,0
62,4391,43,1
53,3929,7,1
57,3989,21,0
33,2063,3,0
44,2789,23,0
64,4307,1,0
57,3942,10,0
37,2550,3,0
23,2175,4,1
56,4117,30,1
46,3250,15,1
23,1758,1,1
61,4177,28,0
53,3488,4,0
48,3802,30,1
45,3074,29,0
52,3741,6,1
46,3536,14,1
57,3845,10,0
40,3005,7,1
51,3587,2,1
26,1570,0,0
26,2168,7,1
56,3771,24,0
39,2728,18,0
30,2348,5,1
39,2664,0,0
24,1585,5,0
55,3978,36,1
46,3451,6,1
40,2924,5,1
32,2023,3,0
51,3729,4,1
48,3332,16,0
48,3262,6,0
16,1660,0,1
49,3152,29,0
25,1656,2,0
21,1510,2,1
42,3061,15,1
54,3690,35,0
22,1744,0,1
35,2395,6,0
23,2105,6,1
40,2656,7,0
25,1476,8,0
38,2961,5,1
62,4086,18,0
64,4413,42,0
48,3375,25,1
47,3541,5,1
18,1019,1,0
27,1633,10,0
26,1691,3,0
19,1396,2,1
58,4299,35,1
60,4041,15,0
16,1043,0,0
48,3264,18,0
25,1988,9,1
33,2581,10,1
43,2822,11,0
47,3117,2,0
48,3618,9,1
45,2628,23,0
44,2650,17,0
23,1599,0,0
50,3777,14,1
30,2131,0,1
23,1408,6,0
22,1885,6,1
28,1918,5,0
25,1459,4,0
36,2717,4,1
27,2367,0,1
24,1419,8,0
19,1390,1,1
37,2395,5,0
17,766,1,0
37,2284,19,0
63,4461,7,1
45,3125,12,0
49,3773,11,1
65,4547,2,0
16,989,0,0
23,904,2,0
53,3612,37,0
36,2593,20,1
58,4242,12,1
23,1499,1,0
44,2747,8,0
51,3526,32,0
47,3610,4,1
16,1271,0,1
18,1369,1,1
61,4462,1,1
20,1264,4,0
43,3198,11,1
32,2190,13,0
57,3791,9,0
57,4122,32,1
65,4542,20,0
45,3048,8,0
54,3695,35,0
28,2050,6,1
17,1754,1,1
50,3559,18,1
43,3123,19,1
30,2183,8,1
19,1472,3,1
56,3990,25,1
33,2431,4,1
65,4549,9,0
58,3896,20,0
27,1975,9,1
53,3723,26,1
58,3743,36,0
59,4001,17,0
17,1367,0,1
23,1303,2,0
52,3637,10,0
44,3038,23,0
17,1094,1,0
49,3566,24,1
62,4253,13,0
26,1648,1,0
23,1807,0,1
47,3268,1,0
31,1959,4,0
59,3789,24,0
50,3295,29,0
26,1743,8,0
35,2000,3,0
46,3040,16,0
45,3111,0,0
45,2969,2,0
47,3365,20,1
38,2714,13,1
53,3491,9,0
56,3806,4,0
54,3774,13,0
62,4949,38,1
49,3371,7,0
21,1404,5,0
32,2333,5,1
16,1297,0,1
51,3262,35,0
63,4657,17,1
61,4253,35,0
43,3027,13,1
38,2634,22,0
63,4709,26,1
48,3650,12,1
42,3148,24,1
20,1686,4,1
65,4200,38,0
37,2929,13,1
36,2294,0,0
35,2302,3,0
32,2405,10,1
51,3435,8,0
30,2163,2,1
23,1363,5,0
34,2306,0,0
48,3566,23,1
33,1994,6,0
32,2429,12,1
48,3562,25,1
42,2816,11,0
58,4019,33,0
33,2579,0,1
34,2265,6,0
35,2433,4,0
40,2900,13,1
48,3633,2,1
26,1769,4,0
48,3284,20,0
55,3785,15,0
47,3292,17,1
61,3898,35,0
25,2067,1,1
56,3493,13,0
65,4318,15,0
30,2447,2,1
20,1801,0,1
47,3210,19,0
64,4475,4,0
30,2501,3,1
34,2193,17,0
41,2955,17,1
39,2769,6,1
44,2921,15,0
47,3384,4,1
25,1794,5,1
20,1067,3,0
35,2363,14,0
65,4463,39,0
44,2967,22,0
20,1329,2,0
16,1002,0,0
34,2541,3,1
34,2649,12,1
63,4260,16,0
46,3383,22,1
18,1087,2,0
59,4090,42,0
18,916,2,0
59,4020,1,0
31,2400,13,1
56,4036,19,1
34,2502,17,1
55,3565,29,0
56,3947,9,1
56,3790,22,0
